,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
200,5,1,2,0,3,4,0,3,0,0,4 GB,Casual,1 year,No,No,68090,1 star,23,4
201,5,1,2,0,3,4,0,3,0,0,0 GB,ThinNlight,1 year,No,No,139990,3 stars,0,0
202,4,1,2,0,3,4,0,3,0,0,0 GB,ThinNlight,No warranty,No,No,55990,4 stars,818,109
203,4,1,2,0,3,4,0,3,0,0,4 GB,Casual,No warranty,No,No,102551,3 stars,0,0
204,1,1,2,0,3,4,0,3,0,0,2 GB,Casual,No warranty,No,No,46990,4 stars,4428,569
205,4,1,2,5,3,1,2,0,2,1,0 GB,ThinNlight,1 year,No,No,76012,4 stars,129,16
206,1,1,2,1,3,1,4,0,2,1,0 GB,Casual,2 years,No,Yes,49490,4 stars,365,35
207,2,1,2,4,3,0,4,0,2,1,0 GB,ThinNlight,1 year,No,Yes,86867,4 stars,39,3
208,0,1,2,1,3,1,4,0,2,1,0 GB,ThinNlight,1 year,No,No,48990,3 stars,0,0
209,5,1,2,1,3,1,4,0,2,1,0 GB,ThinNlight,No warranty,No,No,55990,3 stars,3,0
210,2,1,2,5,3,0,4,0,2,1,0 GB,ThinNlight,1 year,Yes,Yes,81998,4 stars,14,3
211,4,1,2,5,3,1,4,0,2,1,0 GB,Casual,1 year,Yes,Yes,136590,3 stars,0,0
212,2,1,2,5,3,1,4,0,2,1,0 GB,ThinNlight,1 year,No,No,59490,3 stars,33,7
213,0,1,2,1,3,1,4,0,2,1,0 GB,ThinNlight,1 year,No,No,49800,3 stars,0,0
214,1,1,2,1,3,1,4,0,2,1,0 GB,Casual,1 year,No,Yes,61999,2 stars,4,0
215,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,54990,4 stars,116,15
216,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,53990,4 stars,206,17
217,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,2 years,No,Yes,52990,4 stars,300,24
218,4,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,67990,4 stars,108,6
219,0,1,2,0,3,1,6,0,2,1,4 GB,Gaming,1 year,No,No,57990,4 stars,3712,412
220,1,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,62300,4 stars,825,95
221,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,52990,3 stars,0,0
222,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,2 years,No,Yes,51990,4 stars,85,4
223,1,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,61990,4 stars,56,7
224,0,1,2,1,3,5,6,0,2,0,0 GB,Casual,1 year,Yes,Yes,63990,4 stars,10,1
225,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,65990,4 stars,17,4
226,2,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,52990,4 stars,155,20
227,1,1,2,0,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,49990,3 stars,0,0
228,0,1,2,1,3,1,6,0,2,1,4 GB,Gaming,No warranty,No,No,71990,4 stars,91,17
229,0,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,No,No,47990,4 stars,35,2
230,1,1,2,0,3,1,6,0,2,0,0 GB,ThinNlight,2 years,No,Yes,48490,4 stars,126,13
231,0,1,2,1,3,1,6,0,2,1,4 GB,Gaming,No warranty,No,No,72990,4 stars,74,10
232,6,1,2,1,0,1,6,0,2,1,4 GB,Casual,2 years,No,No,76990,4 stars,75,17
233,0,1,2,1,0,1,6,0,2,1,6 GB,Gaming,1 year,No,Yes,89990,4 stars,124,17
234,6,1,2,0,3,1,6,0,2,1,4 GB,Casual,2 years,No,No,59990,4 stars,1597,228
235,0,1,2,0,3,1,6,0,2,1,4 GB,Gaming,1 year,No,Yes,65990,4 stars,3850,378
236,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,No warranty,Yes,No,71990,4 stars,7,1
237,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,No warranty,Yes,No,71890,4 stars,3,0
238,1,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,64990,3 stars,0,0
239,0,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,No,No,65990,3 stars,0,0
240,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,55999,4 stars,5,1
241,0,1,2,1,0,1,6,0,2,1,4 GB,Casual,1 year,No,No,73490,4 stars,213,45
242,4,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,74490,4 stars,10,0
243,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,58340,4 stars,69,6
244,2,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,55999,4 stars,6,0
245,5,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,67990,4 stars,93,9
246,0,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,No,No,59990,4 stars,11,2
247,0,1,2,1,0,1,6,0,2,1,6 GB,Casual,1 year,No,Yes,82990,4 stars,262,31
248,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,64190,3 stars,0,0
249,5,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,70090,4 stars,5,1
250,0,1,2,0,3,1,6,0,2,1,2 GB,ThinNlight,1 year,No,No,49990,4 stars,45,3
251,6,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,55490,3 stars,8,1
252,4,1,2,1,3,5,6,0,2,1,0 GB,Casual,No warranty,Yes,No,97990,5 stars,3,1
253,0,1,2,6,3,1,6,0,2,1,4 GB,Gaming,1 year,No,Yes,54990,4 stars,1681,227
254,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,59990,4 stars,37,2
255,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,53990,4 stars,61,2
256,4,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,66999,4 stars,17,1
257,2,1,2,1,3,5,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,60990,4 stars,17,1
258,0,1,2,0,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,47990,4 stars,1625,152
259,4,1,2,1,3,1,6,0,2,0,0 GB,ThinNlight,1 year,No,Yes,59999,4 stars,4,1
260,5,1,2,0,0,1,6,0,2,1,4 GB,Casual,1 year,No,No,79990,3 stars,0,0
261,0,1,2,0,3,1,6,0,2,1,4 GB,Gaming,1 year,No,No,63990,3 stars,0,0
262,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,63990,4 stars,17,1
263,0,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,No,No,59990,3 stars,0,0
264,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,55990,3 stars,0,0
266,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,63990,4 stars,3,0
267,5,1,2,1,0,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,69490,3 stars,0,0
268,5,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,89390,3 stars,0,0
269,0,1,2,1,3,5,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,74990,3 stars,0,0
270,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,3 years,Yes,Yes,64990,4 stars,48,12
271,1,1,2,0,3,1,6,0,2,1,4 GB,Casual,1 year,No,Yes,66490,4 stars,282,36
272,5,1,2,1,0,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,89702,3 stars,0,0
273,1,1,2,1,0,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,70990,4 stars,67,4
274,0,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,58990,3 stars,0,0
275,1,1,2,0,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,57500,3 stars,0,0
276,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,Yes,79990,4 stars,23,2
277,6,1,2,0,3,1,6,0,2,1,0 GB,Casual,No warranty,No,No,56541,4 stars,677,87
278,0,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,59990,3 stars,3,0
279,1,1,2,1,0,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,64990,4 stars,46,4
280,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,61290,3 stars,4,1
281,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,54990,4 stars,9,1
282,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,59990,4 stars,26,4
283,0,1,2,1,3,1,6,0,2,0,6 GB,Casual,1 year,No,No,84990,5 stars,5,0
284,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,72500,4 stars,40,3
285,1,1,2,1,3,1,6,0,2,1,4 GB,Gaming,No warranty,No,No,59990,3 stars,44,6
286,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,87990,4 stars,28,6
287,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,57990,4 stars,1541,123
288,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,69490,4 stars,72,7
289,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,3 years,Yes,Yes,68990,4 stars,44,8
290,1,1,2,1,3,1,6,0,2,0,0 GB,Casual,1 year,No,Yes,77990,4 stars,17,2
291,0,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,No,105990,4 stars,59,11
292,6,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,No,No,79990,3 stars,0,0
293,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,55490,4 stars,337,27
294,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,69990,4 stars,10,2
295,0,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,84990,4 stars,10,2
296,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,59990,3 stars,31,7
297,5,1,2,0,3,5,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,111890,3 stars,0,0
298,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,No,No,65990,4 stars,10,0
299,0,1,2,1,3,5,6,0,2,0,0 GB,Casual,1 year,No,Yes,72990,4 stars,76,14
300,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,71090,4 stars,44,6
301,6,1,2,1,3,1,6,0,2,1,4 GB,Casual,2 years,No,No,74990,3 stars,0,0
302,0,1,2,0,3,3,6,0,2,1,0 GB,Casual,1 year,No,Yes,79990,4 stars,11,3
303,6,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,No,55490,4 stars,138,16
304,5,1,2,1,3,1,6,0,2,1,2 GB,ThinNlight,1 year,No,Yes,66490,4 stars,199,17
305,0,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,53400,4 stars,46,6
306,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,74500,4 stars,45,5
307,5,1,2,1,3,5,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,114990,3 stars,0,0
308,5,1,2,1,3,1,6,0,2,1,2 GB,ThinNlight,No warranty,No,No,61990,4 stars,35,4
309,7,1,2,0,3,5,6,0,1,1,0 GB,Casual,1 year,No,No,159990,4 stars,32,5
310,7,1,2,5,3,0,6,0,1,1,0 GB,Casual,1 year,No,No,172090,4 stars,108,13
311,6,1,2,1,3,1,6,0,2,1,4 GB,Casual,No warranty,No,No,74990,3 stars,0,0
312,6,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,No,No,56490,4 stars,814,112
313,1,1,2,0,3,1,6,0,2,1,0 GB,ThinNlight,3 years,No,No,147000,3 stars,0,0
314,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,55990,4 stars,75,9
315,4,1,2,1,3,1,6,0,2,1,4 GB,Gaming,1 year,No,Yes,77990,3 stars,0,0
316,4,1,2,0,3,1,6,0,2,1,4 GB,Casual,1 year,No,Yes,106490,4 stars,3,0
317,1,1,2,1,3,1,6,0,2,0,2 GB,Casual,1 year,No,Yes,70990,4 stars,11,3
318,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,64990,4 stars,125,11
319,2,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,No,57990,3 stars,0,0
320,0,1,2,0,3,1,6,0,2,1,4 GB,Gaming,1 year,No,No,64990,4 stars,4,0
321,6,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,No,No,54990,4 stars,714,147
322,4,1,2,1,3,5,6,0,2,1,0 GB,Casual,No warranty,Yes,No,111999,3 stars,0,0
323,1,1,2,0,3,5,6,0,2,1,2 GB,Casual,1 year,No,Yes,70798,4 stars,21,3
324,1,1,2,6,3,1,6,0,2,1,4 GB,Casual,No warranty,No,No,59990,3 stars,9,1
325,2,1,2,5,3,1,6,0,2,1,4 GB,Casual,1 year,No,No,99500,3 stars,0,0
326,4,1,2,0,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,55990,4 stars,30,4
327,0,1,2,5,3,3,6,0,2,1,0 GB,ThinNlight,1 year,No,No,72990,4 stars,44,4
328,2,1,2,5,3,0,6,0,2,1,0 GB,ThinNlight,1 year,No,No,64990,3 stars,4,1
329,0,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,57990,3 stars,0,0
330,4,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,Yes,76990,4 stars,14,2
331,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,2 years,No,Yes,62998,4 stars,739,71
332,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,77990,4 stars,31,5
333,4,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,114990,4 stars,145,19
334,5,1,2,0,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,65990,3 stars,0,0
335,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,88990,3 stars,19,2
336,1,1,2,0,3,1,6,0,2,1,0 GB,Casual,No warranty,No,No,113590,3 stars,0,0
337,0,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,73990,4 stars,32,6
338,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,61000,4 stars,1124,100
339,0,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,No,99990,4 stars,35,6
340,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,67990,4 stars,9,0
341,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,70799,4 stars,98,6
342,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,65990,4 stars,31,2
343,0,1,2,5,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,53690,4 stars,19,3
344,6,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,No,55990,3 stars,0,0
345,0,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,53190,4 stars,11,0
346,1,1,2,0,3,1,6,0,2,0,2 GB,Casual,2 years,No,Yes,58999,4 stars,45,3
347,5,1,2,1,3,1,6,0,2,1,2 GB,ThinNlight,3 years,No,No,71990,3 stars,0,0
348,4,1,2,1,3,1,6,0,2,0,4 GB,Casual,No warranty,No,No,82000,3 stars,0,0
349,0,1,2,1,3,5,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,84990,3 stars,0,0
350,1,1,2,1,3,1,6,0,2,1,2 GB,Casual,No warranty,No,No,89998,3 stars,0,0
351,0,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,No,99990,3 stars,0,0
353,1,1,2,0,3,1,6,0,2,1,4 GB,Gaming,No warranty,No,No,69899,4 stars,474,37
354,5,1,2,0,3,1,6,0,2,1,4 GB,Casual,1 year,No,No,79990,3 stars,0,0
355,5,1,2,0,3,1,6,0,2,1,4 GB,Casual,1 year,No,No,76300,4 stars,6,0
356,1,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,55999,3 stars,0,0
357,5,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,72900,3 stars,24,4
358,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,73990,4 stars,195,17
359,0,1,2,1,3,4,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,84990,3 stars,0,0
360,5,1,2,1,3,1,6,0,2,0,2 GB,Casual,No warranty,No,No,73519,3 stars,0,0
361,4,1,2,0,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,No,126000,5 stars,2,1
362,0,1,2,1,3,1,6,0,2,1,6 GB,Casual,1 year,No,No,88990,3 stars,0,0
363,4,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,Yes,Yes,114999,3 stars,0,0
364,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,Yes,82990,4 stars,21,2
365,2,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,Yes,No,109999,3 stars,0,0
366,1,1,2,1,3,1,6,0,2,1,0 GB,ThinNlight,1 year,Yes,Yes,82990,3 stars,0,0
367,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,Yes,79990,4 stars,5,0
368,0,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,No,114990,3 stars,0,0
369,4,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,Yes,No,129999,3 stars,0,0
370,6,1,2,5,3,2,6,0,2,0,6 GB,Casual,No warranty,No,No,149990,4 stars,10,3
371,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,No warranty,No,No,71290,3 stars,0,0
372,5,1,2,0,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,79500,4 stars,10,1
373,5,1,2,0,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,82990,3 stars,15,3
374,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,70980,4 stars,138,23
376,4,1,2,1,3,1,6,0,2,0,0 GB,Casual,No warranty,No,No,94000,3 stars,0,0
377,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,No warranty,Yes,No,82990,4 stars,16,3
378,6,1,2,1,3,5,6,0,2,1,0 GB,Casual,1 year,No,No,79990,4 stars,11,4
379,0,1,2,5,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,85990,3 stars,0,0
380,0,1,2,0,3,1,6,0,2,1,2 GB,Casual,No warranty,No,No,86990,3 stars,0,0
381,0,1,2,0,3,3,6,0,2,1,2 GB,Casual,1 year,No,Yes,105990,5 stars,4,0
382,0,1,2,0,3,3,6,0,2,1,0 GB,Casual,No warranty,No,No,84990,3 stars,0,0
383,1,1,2,5,3,1,6,0,2,1,2 GB,Casual,1 year,No,Yes,59999,4 stars,22,3
384,1,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,No,Yes,91999,4 stars,16,2
385,5,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,78900,3 stars,16,1
386,0,1,2,0,3,3,6,0,2,1,0 GB,Casual,No warranty,No,No,132790,3 stars,0,0
387,1,1,2,1,3,1,6,0,2,1,4 GB,Gaming,No warranty,No,No,60990,3 stars,14,6
388,3,1,2,4,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,65556,3 stars,0,0
389,5,1,2,1,0,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,70190,3 stars,6,3
390,5,1,2,1,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,No,79590,3 stars,0,0
392,0,1,2,1,3,1,6,0,2,1,4 GB,Casual,1 year,No,No,76990,3 stars,0,0
394,3,1,2,5,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,44990,3 stars,17,3
395,0,1,2,1,3,1,6,0,2,1,0 GB,Casual,1 year,Yes,Yes,84990,3 stars,17,2
396,1,1,2,0,3,1,6,0,2,1,2 GB,Casual,1 year,Yes,Yes,86999,4 stars,3,0
397,4,1,2,1,0,1,6,0,2,1,2 GB,Casual,1 year,No,No,78000,4 stars,512,85
398,3,1,2,5,3,1,6,0,2,1,0 GB,ThinNlight,No warranty,No,No,73063,3 stars,17,3
400,4,1,2,1,0,1,6,0,2,1,4 GB,Casual,1 year,No,Yes,100990,3 stars,0,0
401,1,1,2,5,3,1,6,0,2,1,0 GB,ThinNlight,1 year,No,Yes,74990,3 stars,3,1
402,0,1,2,0,3,1,6,0,2,1,4 GB,Casual,No warranty,No,No,75990,4 stars,1365,137
403,1,1,2,1,3,1,6,0,2,0,2 GB,Casual,1 year,No,Yes,84086,3 stars,8,3
404,0,1,2,1,3,1,1,0,2,1,4 GB,Gaming,No warranty,No,No,75990,4 stars,368,48
405,0,1,2,1,3,1,1,0,2,1,4 GB,Gaming,1 year,No,Yes,77990,4 stars,202,26
406,0,1,2,0,3,1,1,0,2,1,4 GB,Casual,1 year,No,No,77990,4 stars,187,26
